Permit Type Desc,Issued Date,Original Address 1,Original City,Original State,Original Zip,Latitude,Longitude,Location
Building Permit,8/31/2021,1644 E 3RD ST,AUSTIN,TX,78702,30.25992461,-97.72617626,"(30.25992461, -97.72617626)"
Building Permit,8/31/2021,7312 SAGIRA PATH,AUSTIN,TX,78724,30.30420796,-97.62926605,"(30.30420796, -97.62926605)"
Building Permit,8/31/2021,7315 SAGIRA PATH,AUSTIN,TX,78724,30.30394779,-97.62879788,"(30.30394779, -97.62879788)"
Building Permit,8/31/2021,7316 SAGIRA PATH,AUSTIN,TX,78724,30.30414025,-97.62918554,"(30.30414025, -97.62918554)"
Building Permit,8/31/2021,7909 LINDA MICHELLE LN,AUSTIN,TX,78724,30.304086,-97.62700625,"(30.304086, -97.62700625)"
Building Permit,8/31/2021,8200 N MOPAC EXPY SB UNIT 280,AUSTIN,TX,78759,30.36932016,-97.74342994,"(30.36932016, -97.74342994)"
Building Permit,8/31/2021,7911 LINDA MICHELLE LN,AUSTIN,TX,78724,30.30398799,-97.62692341,"(30.30398799, -97.62692341)"
Building Permit,8/31/2021,11417 ARROYO BLANCO DR,AUSTIN,TX,78748,30.16004054,-97.84880967,"(30.16004054, -97.84880967)"
Building Permit,8/31/2021,4001 N LAMAR BLVD UNIT 490,AUSTIN,TX,78756,30.30734943,-97.73989776,"(30.30734943, -97.73989776)"
Building Permit,8/31/2021,7903 LINDA MICHELLE LN,AUSTIN,TX,78724,30.30432547,-97.6272753,"(30.30432547, -97.6272753)"
Building Permit,8/31/2021,7906 LINDA MICHELLE LN,AUSTIN,TX,78724,30.30443779,-97.62673329,"(30.30443779, -97.62673329)"
Building Permit,8/31/2021,7907 LINDA MICHELLE LN,AUSTIN,TX,78724,30.30415968,-97.62710878,"(30.30415968, -97.62710878)"
Building Permit,8/31/2021,7912 LINDA MICHELLE LN,AUSTIN,TX,78724,30.30416326,-97.62649691,"(30.30416326, -97.62649691)"
Building Permit,8/31/2021,7408 SAGIRA PATH,AUSTIN,TX,78724,30.30494018,-97.62864327,"(30.30494018, -97.62864327)"
Building Permit,8/31/2021,7404 SAGIRA PATH,AUSTIN,TX,78724,30.30471859,-97.62883016,"(30.30471859, -97.62883016)"
Building Permit,8/31/2021,3204 KAY ST,AUSTIN,TX,78702,30.27030142,-97.6995363,"(30.27030142, -97.6995363)"
Building Permit,8/31/2021,1002 LUND ST,AUSTIN,TX,78704,30.26063349,-97.77003139,"(30.26063349, -97.77003139)"
Building Permit,8/31/2021,3909 SIDEHILL PATH,AUSTIN,TX,78731,30.36428387,-97.75857356,"(30.36428387, -97.75857356)"
Building Permit,8/31/2021,2606 CASCADE DR,AUSTIN,TX,78757,30.35142409,-97.73773917,"(30.35142409, -97.73773917)"
Building Permit,8/31/2021,2809 CARLTON RD,AUSTIN,TX,78703,30.30924147,-97.7648857,"(30.30924147, -97.7648857)"
Building Permit,8/31/2021,2809 CARLTON RD,AUSTIN,TX,78703,30.30924147,-97.7648857,"(30.30924147, -97.7648857)"
Building Permit,8/31/2021,2809 CARLTON RD,AUSTIN,TX,78703,30.30924147,-97.7648857,"(30.30924147, -97.7648857)"
Building Permit,8/31/2021,7020 EASY WIND DR UNIT 130,AUSTIN,TX,78757,30.33851059,-97.71875714,"(30.33851059, -97.71875714)"
Building Permit,8/31/2021,3103 OAKMONT BLVD,AUSTIN,TX,78703,30.30465596,-97.75635442,"(30.30465596, -97.75635442)"
Building Permit,8/31/2021,404 KREBS LN,AUSTIN,TX,78704,30.22691377,-97.7661439,"(30.22691377, -97.7661439)"
Building Permit,8/31/2021,7412 SAGIRA PATH,AUSTIN,TX,78724,30.30514487,-97.62843784,"(30.30514487, -97.62843784)"
Building Permit,8/31/2021,5013 RED BLUFF RD,AUSTIN,TX,78702,30.25023671,-97.69922825,"(30.25023671, -97.69922825)"
Building Permit,8/31/2021,6915 MC NEIL DR,AUSTIN,TX,78729,30.43691282,-97.76066107,"(30.43691282, -97.76066107)"
Building Permit,8/31/2021,2905 PECAN CIR,AUSTIN,TX,78723,30.3009058,-97.68317621,"(30.3009058, -97.68317621)"
Building Permit,8/31/2021,2524 PECOS ST,AUSTIN,TX,78703,30.3026757,-97.77227137,"(30.3026757, -97.77227137)"
Building Permit,8/31/2021,5444 AGATHA CIR,AUSTIN,TX,78724,30.28573236,-97.64726163,"(30.28573236, -97.64726163)"
Building Permit,8/31/2021,307 E 38TH ST,AUSTIN,TX,78705,30.2994092,-97.73161989,"(30.2994092, -97.73161989)"
Building Permit,8/31/2021,3050 TAMARRON BLVD UNIT 6204,AUSTIN,TX,78746,30.25849493,-97.80204559,"(30.25849493, -97.80204559)"
Building Permit,8/31/2021,11550 STONEHOLLOW DR UNIT 160,AUSTIN,TX,78758,30.39503028,-97.71132954,"(30.39503028, -97.71132954)"
Building Permit,8/31/2021,1210 WINDSOR RD BLDG 3 UNIT 220,AUSTIN,TX,78703,30.27885084,-97.75436562,"(30.27885084, -97.75436562)"
Building Permit,8/31/2021,3205 DOLPHIN DR,AUSTIN,TX,78704,30.23665466,-97.77407921,"(30.23665466, -97.77407921)"
Building Permit,8/31/2021,5800 BOLM RD,AUSTIN,TX,78721,30.25699161,-97.6872171,"(30.25699161, -97.6872171)"
Building Permit,8/31/2021,3004 LAFAYETTE AVE,AUSTIN,TX,78722,30.28708055,-97.72059077,"(30.28708055, -97.72059077)"
Building Permit,8/31/2021,1600 S CONGRESS AVE,AUSTIN,TX,78704,30.24788615,-97.75060556,"(30.24788615, -97.75060556)"
Building Permit,8/31/2021,1610 S CONGRESS AVE,AUSTIN,TX,78704,30.24731521,-97.75079823,"(30.24731521, -97.75079823)"
Building Permit,8/31/2021,1008 WILLOW ST,AUSTIN,TX,78702,30.25971021,-97.73416922,"(30.25971021, -97.73416922)"
Building Permit,8/31/2021,6209 SHADOW MOUNTAIN DR,AUSTIN,TX,78731,30.34942818,-97.76125968,"(30.34942818, -97.76125968)"
Building Permit,8/31/2021,900 CHICON ST,AUSTIN,TX,78702,30.2646673,-97.72136842,"(30.2646673, -97.72136842)"
Building Permit,8/31/2021,900 CHICON ST UNIT 4 & 5,AUSTIN,TX,78702,30.2646673,-97.72136842,"(30.2646673, -97.72136842)"
Building Permit,8/31/2021,4101 SMITH SCHOOL RD BLDG IV UNIT 100,AUSTIN,TX,78744,30.19860134,-97.71087265,"(30.19860134, -97.71087265)"
Building Permit,8/31/2021,2805 GOODWIN AVE,AUSTIN,TX,78702,30.27063977,-97.70422616,"(30.27063977, -97.70422616)"
Building Permit,8/31/2021,7308 RAIN CREEK PKWY,AUSTIN,TX,78759,30.41708978,-97.77393769,"(30.41708978, -97.77393769)"
Building Permit,8/31/2021,6803 HANOVER LN,AUSTIN,TX,78723,30.31484334,-97.67076606,"(30.31484334, -97.67076606)"
Building Permit,8/31/2021,2439 1/2 E SH 71 SVRD WB,AUSTIN,TX,78617,30.21413817,-97.65940847,"(30.21413817, -97.65940847)"
Building Permit,8/31/2021,7304 RUNNING ROPE,AUSTIN,TX,78731,30.36136535,-97.76047196,"(30.36136535, -97.76047196)"
Building Permit,8/31/2021,10225 1/2 RESEARCH BLVD SVRD NB,AUSTIN,TX,78759,30.39437463,-97.74309641,"(30.39437463, -97.74309641)"
Building Permit,8/31/2021,1132 LEONA ST,AUSTIN,TX,78702,30.26869918,-97.72149698,"(30.26869918, -97.72149698)"
Building Permit,8/31/2021,1130 LEONA ST,AUSTIN,TX,78702,30.26854385,-97.72156772,"(30.26854385, -97.72156772)"
Building Permit,8/31/2021,1517 MURRAY LN,AUSTIN,TX,78703,30.28417494,-97.7567998,"(30.28417494, -97.7567998)"
Building Permit,8/31/2021,1517 MURRAY LN,AUSTIN,TX,78703,30.28417494,-97.7567998,"(30.28417494, -97.7567998)"
Building Permit,8/31/2021,1517 MURRAY LN,AUSTIN,TX,78703,30.28417494,-97.7567998,"(30.28417494, -97.7567998)"
Building Permit,8/31/2021,1710 ADINA ST,AUSTIN,TX,78721,30.28174545,-97.68072339,"(30.28174545, -97.68072339)"
Building Permit,8/31/2021,1710 ADINA ST,AUSTIN,TX,78721,30.28174545,-97.68072339,"(30.28174545, -97.68072339)"
Building Permit,9/1/2021,1128 CHICON ST BLDG 1,AUSTIN,TX,78702,30.2677566,-97.72005228,"(30.2677566, -97.72005228)"
Building Permit,9/1/2021,1128 CHICON ST BLDG 2,AUSTIN,TX,78702,30.2677566,-97.72005228,"(30.2677566, -97.72005228)"
Building Permit,9/1/2021,1128 CHICON ST BLDG 3,AUSTIN,TX,78702,30.2677566,-97.72005228,"(30.2677566, -97.72005228)"
Building Permit,9/1/2021,4712 EVANS AVE,AUSTIN,TX,78751,30.31031156,-97.72161015,"(30.31031156, -97.72161015)"
Building Permit,9/1/2021,8916 ROMAYNE LN,AUSTIN,TX,78748,30.17721893,-97.808065,"(30.17721893, -97.808065)"
Building Permit,9/1/2021,8811 AMPEZO TRL,AUSTIN,TX,78749,30.1995385,-97.85073215,"(30.1995385, -97.85073215)"
Building Permit,9/1/2021,406 PEDERNALES ST,AUSTIN,TX,78702,30.25733995,-97.71555342,"(30.25733995, -97.71555342)"
Building Permit,9/1/2021,4117 MC KINNEY FALLS PKWY,AUSTIN,TX,78744,30.19216776,-97.69304821,"(30.19216776, -97.69304821)"
Building Permit,9/1/2021,13112 STATON DR,AUSTIN,TX,78727,30.42060319,-97.68414098,"(30.42060319, -97.68414098)"
Building Permit,9/1/2021,4310 MARATHON BLVD,AUSTIN,TX,78756,30.31233427,-97.74009347,"(30.31233427, -97.74009347)"
Building Permit,9/1/2021,8701 MENCHACA RD BLDG 3 UNIT 201,AUSTIN,TX,78748,30.18508663,-97.8162613,"(30.18508663, -97.8162613)"
Building Permit,9/1/2021,907 KAREN AVE,AUSTIN,TX,78757,30.33396896,-97.72384871,"(30.33396896, -97.72384871)"
Building Permit,9/1/2021,1802 DARTMOUTH AVE,AUSTIN,TX,78757,30.35031505,-97.72672362,"(30.35031505, -97.72672362)"
Building Permit,9/1/2021,8401 HATHAWAY DR,AUSTIN,TX,78757,30.3638181,-97.72598759,"(30.3638181, -97.72598759)"
Building Permit,9/1/2021,1200 MILFORD WAY,AUSTIN,TX,78745,30.20359347,-97.793985,"(30.20359347, -97.793985)"
Building Permit,9/1/2021,1517 WEATHERFORD DR,AUSTIN,TX,78753,30.40246867,-97.64559881,"(30.40246867, -97.64559881)"
Building Permit,9/1/2021,6501 TAYLORCREST DR,AUSTIN,TX,78749,30.21016567,-97.88301111,"(30.21016567, -97.88301111)"
Building Permit,9/1/2021,606 E 42ND ST,AUSTIN,TX,78751,30.30248257,-97.72545445,"(30.30248257, -97.72545445)"
Building Permit,9/1/2021,10904 QUARRY OAKS TRL,AUSTIN,TX,78717,30.49934103,-97.78429121,"(30.49934103, -97.78429121)"
Building Permit,9/1/2021,5804 PAINTED VALLEY DR,AUSTIN,TX,78759,30.40835163,-97.76030633,"(30.40835163, -97.76030633)"
Building Permit,9/1/2021,5700 E RIVERSIDE DR BLDG 1,AUSTIN,TX,78741,30.22842038,-97.70992361,"(30.22842038, -97.70992361)"
Building Permit,9/1/2021,11506 POLLYANNA AVE,AUSTIN,TX,78753,30.38114101,-97.67618096,"(30.38114101, -97.67618096)"
Building Permit,9/1/2021,907 S CONGRESS AVE,AUSTIN,TX,78704,30.25466338,-97.74749064,"(30.25466338, -97.74749064)"
Building Permit,9/1/2021,6412 OLD BURLESON RD,AUSTIN,TX,78744,30.20552386,-97.71395888,"(30.20552386, -97.71395888)"
Building Permit,9/1/2021,908 RIDDLEWOOD DR,AUSTIN,TX,78753,30.38041333,-97.66973911,"(30.38041333, -97.66973911)"
Building Permit,9/1/2021,5600 WOODROW AVE BLDG 2,AUSTIN,TX,78756,30.32788349,-97.73378477,"(30.32788349, -97.73378477)"
Building Permit,9/1/2021,5600 WOODROW AVE BLDG 2,AUSTIN,TX,78756,30.32788349,-97.73378477,"(30.32788349, -97.73378477)"
Building Permit,9/1/2021,4501 ROSEDALE AVE,AUSTIN,TX,78756,30.31584024,-97.74223416,"(30.31584024, -97.74223416)"
Building Permit,9/1/2021,1106 W 6TH ST UNIT 201,AUSTIN,TX,78703,30.2725483,-97.75538319,"(30.2725483, -97.75538319)"
Building Permit,9/1/2021,1510 PALMA PLZ,AUSTIN,TX,78703,30.28210942,-97.75734612,"(30.28210942, -97.75734612)"
Building Permit,9/1/2021,1510 PALMA PLZ,AUSTIN,TX,78703,30.28210942,-97.75734612,"(30.28210942, -97.75734612)"
Building Permit,9/1/2021,1510 PALMA PLZ,AUSTIN,TX,78703,30.28210942,-97.75734612,"(30.28210942, -97.75734612)"
Building Permit,9/1/2021,4301 W WILLIAM CANNON DR BLDG B6 UNIT 114,AUSTIN,TX,78749,30.22138307,-97.83965017,"(30.22138307, -97.83965017)"
Building Permit,9/1/2021,9505 ARBORETUM BLVD UNIT 500,AUSTIN,TX,78759,30.39116473,-97.7520912,"(30.39116473, -97.7520912)"
Building Permit,9/1/2021,9305 LIGHTWOOD LOOP,AUSTIN,TX,78748,30.1892028,-97.84180087,"(30.1892028, -97.84180087)"
Building Permit,9/1/2021,5505 WOODROW AVE,AUSTIN,TX,78756,30.32657511,-97.73395952,"(30.32657511, -97.73395952)"
Building Permit,9/1/2021,3205 DOLPHIN DR,AUSTIN,TX,78704,30.23665466,-97.77407921,"(30.23665466, -97.77407921)"
Building Permit,9/1/2021,8810 SLAYTON DR,AUSTIN,TX,78753,30.35594863,-97.69796508,"(30.35594863, -97.69796508)"
Building Permit,9/1/2021,5415 EVANS AVE,AUSTIN,TX,78751,30.31789222,-97.71611394,"(30.31789222, -97.71611394)"
Building Permit,9/1/2021,5415 EVANS AVE,AUSTIN,TX,78751,30.31789222,-97.71611394,"(30.31789222, -97.71611394)"
Building Permit,9/1/2021,11228 AMARANTH LN,AUSTIN,TX,78754,30.34670262,-97.61252966,"(30.34670262, -97.61252966)"
Building Permit,9/1/2021,3828 S 1ST ST,AUSTIN,TX,78704,30.22732532,-97.76966435,"(30.22732532, -97.76966435)"
Building Permit,9/1/2021,902 SPENCE ST,AUSTIN,TX,78702,30.25924991,-97.73588296,"(30.25924991, -97.73588296)"
Building Permit,9/1/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1312,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,9/1/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1305,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,9/1/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1301,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,9/1/2021,200 CONGRESS AVE UNIT 53SR,AUSTIN,TX,78701,30.26459903,-97.74442999,"(30.26459903, -97.74442999)"
Building Permit,9/1/2021,10716 TIMBER BROOK PASS,AUSTIN,TX,78747,30.13461751,-97.76551611,"(30.13461751, -97.76551611)"
Building Permit,9/1/2021,12221 N MOPAC EXPY SVRD NB,AUSTIN,TX,78758,30.41248349,-97.70685965,"(30.41248349, -97.70685965)"
Building Permit,9/1/2021,8503 DANVILLE DR,AUSTIN,TX,78753,30.34540566,-97.687909,"(30.34540566, -97.687909)"
Building Permit,9/1/2021,4601 LASSO PATH,AUSTIN,TX,78745,30.22618252,-97.79181071,"(30.22618252, -97.79181071)"
Building Permit,9/1/2021,1330 NEANS DR,AUSTIN,TX,78758,30.37450947,-97.70258389,"(30.37450947, -97.70258389)"
Building Permit,9/1/2021,1608 WHITNEY WAY,AUSTIN,TX,78741,30.23199185,-97.70999763,"(30.23199185, -97.70999763)"
Building Permit,9/1/2021,7405 BLESSING AVE,AUSTIN,TX,78752,30.33124272,-97.69318646,"(30.33124272, -97.69318646)"
Building Permit,9/1/2021,7304 ROARING SPRINGS DR,AUSTIN,TX,78736,30.24307243,-97.90163157,"(30.24307243, -97.90163157)"
Building Permit,9/1/2021,4848 CALHOUN CANYON LOOP,AUSTIN,TX,78735,30.24503059,-97.83418024,"(30.24503059, -97.83418024)"
Building Permit,9/1/2021,12002 ROSETHORN DR,AUSTIN,TX,78758,30.40084835,-97.69929511,"(30.40084835, -97.69929511)"
Building Permit,9/1/2021,85 RAINEY ST,AUSTIN,TX,78701,30.25953309,-97.73818499,"(30.25953309, -97.73818499)"
Building Permit,9/1/2021,9908 DALLIANCE LN,AUSTIN,TX,78653,30.29765875,-97.55364547,"(30.29765875, -97.55364547)"
Building Permit,9/2/2021,2304 LOU JOHN ST,AUSTIN,TX,78727,30.43088868,-97.69076469,"(30.43088868, -97.69076469)"
Building Permit,9/2/2021,11128 LIBERTY FARMS DR,AUSTIN,TX,78754,30.36096284,-97.64221684,"(30.36096284, -97.64221684)"
Building Permit,9/2/2021,1901 FAIRLAWN LN,AUSTIN,TX,78704,30.24008129,-97.73987974,"(30.24008129, -97.73987974)"
Building Permit,9/2/2021,2315 BURLESON RD,AUSTIN,TX,78741,30.23018067,-97.73542952,"(30.23018067, -97.73542952)"
Building Permit,9/2/2021,3201 MENCHACA RD,AUSTIN,TX,78704,30.24039662,-97.78187685,"(30.24039662, -97.78187685)"
Building Permit,9/2/2021,1205 SHELDON CV BLDG 3,AUSTIN,TX,78753,30.34309713,-97.68533084,"(30.34309713, -97.68533084)"
Building Permit,9/2/2021,1205 SHELDON CV BLDG 3,AUSTIN,TX,78753,30.34309713,-97.68533084,"(30.34309713, -97.68533084)"
Building Permit,9/2/2021,1205 SHELDON CV BLDG 3,AUSTIN,TX,78753,30.34309713,-97.68533084,"(30.34309713, -97.68533084)"
Building Permit,9/2/2021,1205 SHELDON CV BLDG 3,AUSTIN,TX,78753,30.34309713,-97.68533084,"(30.34309713, -97.68533084)"
Building Permit,9/2/2021,1004 ELLINGSON LN,AUSTIN,TX,78751,30.30348622,-97.71882802,"(30.30348622, -97.71882802)"
Building Permit,9/2/2021,1004 ELLINGSON LN,AUSTIN,TX,78751,30.30348622,-97.71882802,"(30.30348622, -97.71882802)"
Building Permit,9/2/2021,901 S MOPAC EXPY SVRD NB BLDG 5 UNIT 210,AUSTIN,TX,78746,30.26564396,-97.78005632,"(30.26564396, -97.78005632)"
Building Permit,9/2/2021,4026 TRAVIS COUNTRY CIR,AUSTIN,TX,78735,30.25326079,-97.83636538,"(30.25326079, -97.83636538)"
Building Permit,9/2/2021,3925 SIERRA DR,AUSTIN,TX,78731,30.35311165,-97.76651462,"(30.35311165, -97.76651462)"
Building Permit,9/2/2021,3925 SIERRA DR,AUSTIN,TX,78731,30.35311165,-97.76651462,"(30.35311165, -97.76651462)"
Building Permit,9/2/2021,1702 CLIFFORD AVE,AUSTIN,TX,78702,30.28000352,-97.70752034,"(30.28000352, -97.70752034)"
Building Permit,9/2/2021,12001 MISTY BROOK DR,AUSTIN,TX,78727,30.41682375,-97.73320459,"(30.41682375, -97.73320459)"
Building Permit,9/2/2021,6408 WILBUR DR,AUSTIN,TX,78757,30.34284655,-97.74485416,"(30.34284655, -97.74485416)"
Building Permit,9/2/2021,2320 GRACY FARMS LN UNIT 816,AUSTIN,TX,78758,30.40392382,-97.7091204,"(30.40392382, -97.7091204)"
Building Permit,9/2/2021,6101 FELIX AVE,AUSTIN,TX,78741,30.23650251,-97.69968205,"(30.23650251, -97.69968205)"
Building Permit,9/2/2021,1912 W 40TH ST,AUSTIN,TX,78731,30.31367247,-97.75434794,"(30.31367247, -97.75434794)"
Building Permit,9/2/2021,8110 FM 2222 RD,AUSTIN,TX,78750,30.3803204,-97.80737132,"(30.3803204, -97.80737132)"
Building Permit,9/2/2021,3109 E 14TH HALF ST,AUSTIN,TX,78702,30.27882715,-97.70206063,"(30.27882715, -97.70206063)"
Building Permit,9/2/2021,1004 ELLINGSON LN,AUSTIN,TX,78751,30.30348622,-97.71882802,"(30.30348622, -97.71882802)"
Building Permit,9/2/2021,1004 ELLINGSON LN,AUSTIN,TX,78751,30.30348622,-97.71882802,"(30.30348622, -97.71882802)"
Building Permit,9/2/2021,1004 ELLINGSON LN,AUSTIN,TX,78751,30.30348622,-97.71882802,"(30.30348622, -97.71882802)"
Building Permit,9/2/2021,1906 E 12TH ST,AUSTIN,TX,78702,30.27398508,-97.71959532,"(30.27398508, -97.71959532)"
Building Permit,9/2/2021,4510 RICHMOND AVE,AUSTIN,TX,78745,30.22300617,-97.7835207,"(30.22300617, -97.7835207)"
Building Permit,9/2/2021,4510 RICHMOND AVE,AUSTIN,TX,78745,30.22300617,-97.7835207,"(30.22300617, -97.7835207)"
Building Permit,9/2/2021,4510 RICHMOND AVE,AUSTIN,TX,78745,30.22300617,-97.7835207,"(30.22300617, -97.7835207)"
Building Permit,9/2/2021,2610 EXPOSITION BLVD,AUSTIN,TX,78703,30.30101244,-97.76570692,"(30.30101244, -97.76570692)"
Building Permit,9/2/2021,8100 CAMERON RD,AUSTIN,TX,78753,30.33670094,-97.68405734,"(30.33670094, -97.68405734)"
Building Permit,9/2/2021,4751 CAT MOUNTAIN DR,AUSTIN,TX,78731,30.35644495,-97.78056404,"(30.35644495, -97.78056404)"
Building Permit,9/2/2021,4751 CAT MOUNTAIN DR,AUSTIN,TX,78731,30.35644495,-97.78056404,"(30.35644495, -97.78056404)"
Building Permit,9/2/2021,12221 N MOPAC EXPY SVRD NB,AUSTIN,TX,78758,30.41248349,-97.70685965,"(30.41248349, -97.70685965)"
Building Permit,9/2/2021,2715 SEBRING CIR,AUSTIN,TX,78747,30.13015684,-97.79170261,"(30.13015684, -97.79170261)"
Building Permit,9/2/2021,2317 1/2 DOUGLAS ST,AUSTIN,TX,78741,30.22935609,-97.73179668,"(30.22935609, -97.73179668)"
Building Permit,9/2/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1001,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,9/2/2021,4600 NUCKOLS CROSSING RD,AUSTIN,TX,78744,30.1996283,-97.73520938,"(30.1996283, -97.73520938)"
Building Permit,9/2/2021,1025 ELLINGSON LN,AUSTIN,TX,78751,30.30245834,-97.71738197,"(30.30245834, -97.71738197)"
Building Permit,9/2/2021,2005 WINSTED LN,AUSTIN,TX,78703,30.29081156,-97.76145893,"(30.29081156, -97.76145893)"
Building Permit,9/2/2021,4007 ROSEDALE AVE,AUSTIN,TX,78756,30.3105131,-97.74565172,"(30.3105131, -97.74565172)"
Building Permit,9/2/2021,2904 ANGELFIRE LN,AUSTIN,TX,78746,30.26363463,-97.79853656,"(30.26363463, -97.79853656)"
Building Permit,9/2/2021,501 BOWIE ST,AUSTIN,TX,78703,30.26987471,-97.75291022,"(30.26987471, -97.75291022)"
Building Permit,9/2/2021,501 BOWIE ST,AUSTIN,TX,78703,30.26987471,-97.75291022,"(30.26987471, -97.75291022)"
Building Permit,9/2/2021,501 BOWIE ST,AUSTIN,TX,78703,30.26987471,-97.75291022,"(30.26987471, -97.75291022)"
Building Permit,9/2/2021,501 BOWIE ST,AUSTIN,TX,78703,30.26987471,-97.75291022,"(30.26987471, -97.75291022)"
Building Permit,9/2/2021,11511 SWEARINGEN DR,AUSTIN,TX,78758,30.38992441,-97.69624331,"(30.38992441, -97.69624331)"
Building Permit,9/2/2021,505 BLACKSON AVE,AUSTIN,TX,78752,30.33629005,-97.70538905,"(30.33629005, -97.70538905)"
Building Permit,9/2/2021,505 BLACKSON AVE,AUSTIN,TX,78752,30.33629005,-97.70538905,"(30.33629005, -97.70538905)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
Building Permit,9/2/2021,84 N IH 35 SVRD SB,AUSTIN,TX,78701,30.25972476,-97.73760005,"(30.25972476, -97.73760005)"
